City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Vila Velha,BR,2022-04-02 02:47:17,-20.3297,-40.2925,76.95,94,40,3.44
292,Itapirapua,BR,2022-04-02 02:48:42,-15.8233,-50.6133,71.87,87,25,3.89
293,Yingcheng,CN,2022-04-02 02:48:42,30.95,113.55,61.83,49,88,5.64
294,Vredendal,ZA,2022-04-02 02:48:43,-31.6683,18.5012,61.56,69,63,1.79
295,Guerrero Negro,MX,2022-04-02 02:48:43,27.9769,-114.0611,59.9,76,0,12.41
296,Elesbao Veloso,BR,2022-04-02 02:48:44,-6.2019,-42.1403,71.38,95,90,0.54
297,Yazykovo,RU,2022-04-02 02:48:44,55.2199,56.1353,37.27,100,100,8.43
298,Avarua,CK,2022-04-02 02:48:45,-21.2078,-159.775,82.45,78,75,4.61
299,Goundam,ML,2022-04-02 02:48:45,16.4145,-3.6708,81.81,12,100,8.63
300,Bonthe,SL,2022-04-02 02:48:45,7.5264,-12.505,78.44,89,100,5.73
301,Dubai,AE,2022-04-02 02:45:07,25.2582,55.3047,70.05,78,0,4.61
302,Segou,ML,2022-04-02 02:48:45,13.4317,-6.2157,85.03,8,93,8.23
303,Tilichiki,RU,2022-04-02 02:48:46,60.4667,166.1,22.17,81,100,11.86
304,Dunedin,NZ,2022-04-02 02:47:37,-45.8742,170.5036,63.03,60,0,6.53
305,Visby,SE,2022-04-02 02:48:46,57.6409,18.296,28.62,74,20,5.75
306,Altamont,US,2022-04-02 02:47:55,42.2068,-121.7372,57.04,40,0,13.8
307,Makakilo City,US,2022-04-02 02:45:18,21.3469,-158.0858,77.32,70,75,13.8
308,Tondano,ID,2022-04-02 02:48:47,1.3038,124.9112,80.69,63,31,2.28
309,Umm Kaddadah,SD,2022-04-02 02:48:47,13.6017,26.6876,76.08,14,5,15.41
310,Ola,RU,2022-04-02 02:48:48,59.5833,151.2833,25.14,58,100,7.9
311,Mao,ES,2022-04-02 02:48:48,39.8885,4.2658,43.36,61,1,11.5
312,Mongo,TD,2022-04-02 02:48:48,12.1844,18.693,80.76,12,6,5.64
313,Kirn,DE,2022-04-02 02:48:48,49.7833,7.45,33.33,83,100,10.02
314,Sahuaripa,MX,2022-04-02 02:48:49,29.05,-109.2333,67.86,24,0,6.93
315,Pierre,US,2022-04-02 02:48:00,44.3683,-100.351,43.05,73,40,4.0
316,Birao,CF,2022-04-02 02:48:49,10.2849,22.7882,76.3,18,95,6.17
317,Richards Bay,ZA,2022-04-02 02:48:50,-28.783,32.0377,71.29,89,100,3.56
318,Arcachon,FR,2022-04-02 02:48:50,44.5875,-1.0519,39.25,65,20,14.97
319,Saint-Denis,FR,2022-04-02 02:48:50,48.9167,2.3333,36.09,73,0,13.8
320,Kayerkan,RU,2022-04-02 02:48:51,69.3497,87.7602,6.53,92,100,7.02
321,Reconquista,AR,2022-04-02 02:48:51,-29.15,-59.65,52.03,81,0,6.46
322,Srednekolymsk,RU,2022-04-02 02:48:51,67.45,153.6833,0.25,84,83,7.58
323,Ambon,ID,2022-04-02 02:49:51,-3.6954,128.1814,86.14,74,40,2.3
324,Poum,NC,2022-04-02 02:49:52,-20.2333,164.0167,82.2,81,92,13.4
325,Canico,PT,2022-04-02 02:49:52,32.6333,-16.85,63.01,92,75,4.61
326,Chiang Rai,TH,2022-04-02 02:49:53,19.9167,99.9167,77.31,100,100,17.27
327,San Jose,US,2022-04-02 02:48:20,37.3394,-121.895,62.47,66,20,14.97
328,Tabas,IR,2022-04-02 02:49:54,33.5959,56.9244,67.14,17,0,1.88
329,Hasaki,JP,2022-04-02 02:49:54,35.7333,140.8333,52.29,50,100,7.76
330,Kavieng,PG,2022-04-02 02:49:55,-2.5744,150.7967,76.32,92,100,7.92
331,Along,IN,2022-04-02 02:49:55,28.1667,94.7667,76.55,65,23,0.85
332,Port Augusta,AU,2022-04-02 02:49:55,-32.5,137.7667,72.05,32,76,10.13
333,Pangody,RU,2022-04-02 02:49:56,65.85,74.4859,9.3,94,88,8.68
334,Lucea,JM,2022-04-02 02:49:56,18.451,-78.1736,78.66,80,16,4.81
335,Ilulissat,GL,2022-04-02 02:49:56,69.2167,-51.1,30.22,64,2,4.61
336,Oistins,BB,2022-04-02 02:49:57,13.0667,-59.5333,78.89,69,40,18.41
337,Nome,US,2022-04-02 02:49:57,64.5011,-165.4064,28.47,50,0,4.61
338,Canutama,BR,2022-04-02 02:49:57,-6.5339,-64.3831,71.62,99,100,4.7
339,Dingle,PH,2022-04-02 02:49:57,10.9995,122.6711,86.58,55,76,15.97
340,Alice Springs,AU,2022-04-02 02:49:58,-23.7,133.8833,76.55,27,66,11.5
341,Luderitz,NA,2022-04-02 02:49:58,-26.6481,15.1594,58.86,75,0,17.58
342,Santana Do Livramento,BR,2022-04-02 02:49:48,-30.8908,-55.5328,49.75,74,0,6.2
343,Kirakira,SB,2022-04-02 02:49:58,-10.4544,161.9205,84.56,67,100,6.22
344,Kristiansund,NO,2022-04-02 02:49:59,63.1115,7.732,34.45,86,100,10.36
345,Puerto Penasco,MX,2022-04-02 02:49:59,31.3167,-113.5333,63.91,66,0,1.99
346,Westport,US,2022-04-02 02:45:23,41.1415,-73.3579,45.09,58,20,15.99
347,Bereda,ES,2022-04-02 02:48:49,43.2686,-7.5406,33.58,100,72,1.9
348,Hofn,IS,2022-04-02 02:50:00,64.2539,-15.2082,39.63,75,100,4.88
349,Ulaangom,MN,2022-04-02 02:50:01,49.9811,92.0667,21.06,90,100,2.77
350,Sorland,NO,2022-04-02 02:50:01,67.667,12.6934,34.36,55,100,25.1
351,Rocha,UY,2022-04-02 02:50:01,-34.4833,-54.3333,48.83,86,0,3.22
352,Fenoarivo,MG,2022-04-02 02:50:02,-18.933,47.4354,57.27,94,75,4.61
353,Brazzaville,CG,2022-04-02 02:50:02,-4.2658,15.2832,77.31,88,100,2.3
354,Jaisalmer,IN,2022-04-02 02:50:03,26.9147,70.9181,83.55,10,0,12.82
355,Horsham,GB,2022-04-02 02:50:04,51.064,-0.3272,34.45,87,0,6.91
356,Las Vegas,US,2022-04-02 02:48:39,36.175,-115.1372,79.48,21,0,6.91
357,Semey,KZ,2022-04-02 02:50:05,50.4111,80.2275,35.82,87,0,4.47
358,Ekhabi,RU,2022-04-02 02:50:06,53.5102,142.9671,24.31,67,9,8.28
359,Isangel,VU,2022-04-02 02:50:06,-19.55,169.2667,84.79,76,72,7.38
360,Zharkent,KZ,2022-04-02 02:50:07,44.1628,80.0,58.05,31,53,2.57
361,Sakakah,SA,2022-04-02 02:50:07,29.9697,40.2064,65.77,17,100,7.02
362,Kodiak,US,2022-04-02 02:50:08,57.79,-152.4072,38.71,87,100,9.22
363,Kurilsk,RU,2022-04-02 02:50:08,45.2333,147.8833,30.6,78,29,18.81
364,Kununurra,AU,2022-04-02 02:50:08,-15.7667,128.7333,93.18,27,35,9.22
365,College,US,2022-04-02 02:45:51,64.8569,-147.8028,22.95,35,75,19.57
366,Pacasmayo,PE,2022-04-02 02:50:09,-7.4006,-79.5714,71.01,79,100,11.72
367,Inhambane,MZ,2022-04-02 02:50:11,-23.865,35.3833,75.27,79,27,5.84
368,Morondava,MG,2022-04-02 02:50:11,-20.2833,44.2833,74.34,81,0,5.95
369,Kautokeino,NO,2022-04-02 02:50:12,69.0125,23.0412,15.33,87,100,11.56
370,Dalbandin,PK,2022-04-02 02:51:13,28.8947,64.4101,72.64,7,0,4.36
371,Baoqing,CN,2022-04-02 02:51:15,46.3317,132.2111,47.95,28,3,9.01
372,Abu Zabad,SD,2022-04-02 02:51:15,12.35,29.25,76.6,13,1,6.82
373,Atbasar,KZ,2022-04-02 02:51:15,51.8,68.3333,28.87,87,85,7.74
374,Suluq,LY,2022-04-02 02:51:16,31.6682,20.2521,63.09,32,100,9.62
375,Laredo,US,2022-04-02 02:51:16,27.5064,-99.5075,80.89,47,0,16.11
376,Ano Mera,GR,2022-04-02 02:49:32,37.45,25.4,61.66,80,0,26.75
377,Beyneu,KZ,2022-04-02 02:51:19,45.3167,55.2,52.75,51,78,10.71
378,Grafton,US,2022-04-02 02:51:20,42.207,-71.6856,41.07,60,75,18.41
379,Kathmandu,NP,2022-04-02 02:50:35,27.7167,85.3167,68.22,83,75,0.0
380,Sao Joao Do Paraiso,BR,2022-04-02 02:51:20,-15.3136,-42.0144,63.21,89,0,4.32
381,Cabedelo,BR,2022-04-02 02:51:21,-6.9811,-34.8339,79.47,75,51,9.78
382,Nyaunglebin,MM,2022-04-02 02:51:22,17.95,96.7333,93.85,34,9,8.7
383,San Luis,AR,2022-04-02 02:51:22,-33.295,-66.3356,55.63,31,0,14.83
384,Christchurch,NZ,2022-04-02 02:51:24,-43.5333,172.6333,68.2,69,0,6.91
385,Victor Harbor,AU,2022-04-02 02:51:24,-35.5667,138.6167,63.93,56,98,11.21
386,Camacha,PT,2022-04-02 02:51:25,33.0833,-16.3333,56.62,82,40,6.91
387,Saint-Paul,RE,2022-04-02 02:51:26,-21.0096,55.2707,75.29,87,100,7.31
388,Carballo,ES,2022-04-02 02:51:27,43.213,-8.691,43.86,88,50,2.8
389,Barra,BR,2022-04-02 02:51:27,-11.0894,-43.1417,75.94,53,24,4.85
390,Saint-Philippe,RE,2022-04-02 02:51:27,-21.3585,55.7679,72.99,94,100,17.52
391,Karratha,AU,2022-04-02 02:51:28,-20.7377,116.8463,86.41,61,90,6.15
392,Isfana,KG,2022-04-02 02:51:28,39.8386,69.5306,43.36,36,68,1.74
393,La Ronge,CA,2022-04-02 02:51:28,55.1001,-105.2842,25.05,68,100,10.36
394,Hirara,JP,2022-04-02 02:51:28,24.8,125.2833,68.27,77,75,21.85
395,Juegang,CN,2022-04-02 02:51:29,32.3174,121.1855,56.98,48,28,7.4
396,Rapid Valley,US,2022-04-02 02:51:30,44.0625,-103.1463,43.0,55,75,10.36
397,Malakal,SS,2022-04-02 02:51:32,9.5334,31.6605,88.16,17,98,4.25
398,Punakha,BT,2022-04-02 02:51:33,27.5837,89.8598,69.71,84,96,1.14
399,Sesheke,ZM,2022-04-02 02:51:33,-17.4759,24.2968,63.18,88,3,4.63
400,Mount Gambier,AU,2022-04-02 02:51:33,-37.8333,140.7667,66.11,48,75,14.97
401,Saint-Francois,FR,2022-04-02 02:51:33,46.4154,3.9054,32.68,92,100,13.8
402,Vardo,NO,2022-04-02 02:51:35,70.3705,31.1107,26.73,74,100,21.99
403,Burnie,AU,2022-04-02 02:51:37,-41.0667,145.9167,71.92,51,96,3.71
404,Talnakh,RU,2022-04-02 02:51:38,69.4865,88.3972,7.21,93,100,6.69
405,Karasjok,NO,2022-04-02 02:51:39,69.4719,25.5112,11.97,94,100,5.08
406,Kolokani,ML,2022-04-02 02:51:39,13.5728,-8.0339,80.02,11,24,7.2
407,Marawi,PH,2022-04-02 02:51:39,7.9986,124.2928,77.9,75,100,5.7
408,Buriti Bravo,BR,2022-04-02 02:51:40,-5.8372,-43.8336,71.58,97,99,2.62
409,Sao Geraldo Do Araguaia,BR,2022-04-02 02:51:40,-6.4006,-48.555,72.79,97,100,1.52
410,Nemuro,JP,2022-04-02 02:51:41,43.3236,145.575,34.9,65,17,12.55
411,Kibala,TD,2022-04-02 02:51:43,9.1104,18.3463,82.35,44,0,11.5
412,Morant Bay,JM,2022-04-02 02:51:44,17.8815,-76.4093,80.22,86,6,9.44
413,Dawei,MM,2022-04-02 02:51:44,14.0833,98.2,87.15,49,66,12.88
414,Waw,SS,2022-04-02 02:51:45,7.7029,27.9953,81.99,37,95,1.68
415,Yaan,NG,2022-04-02 02:51:45,7.3833,8.5667,78.33,74,91,9.6
416,Porto Walter,BR,2022-04-02 02:52:45,-8.2686,-72.7439,62.37,98,100,3.33
417,Vitim,RU,2022-04-02 02:52:45,59.4511,112.5578,25.57,73,100,11.52
418,Maragogi,BR,2022-04-02 02:52:48,-9.0122,-35.2225,77.52,82,92,3.89
419,Zhangjiakou,CN,2022-04-02 02:52:48,40.81,114.8794,47.8,19,0,6.17
420,Kavaratti,IN,2022-04-02 02:52:49,10.5669,72.642,82.85,74,96,7.99
421,Chinhoyi,ZW,2022-04-02 02:52:50,-17.3667,30.2,60.57,97,0,4.07
422,Sao Gabriel Da Cachoeira,BR,2022-04-02 02:52:50,-0.1303,-67.0892,74.41,81,19,1.68
423,Zadar,HR,2022-04-02 02:52:50,44.1197,15.2422,48.81,100,100,6.91
424,Kieta,PG,2022-04-02 02:52:51,-6.2167,155.6333,79.7,86,100,4.79
425,Beloha,MG,2022-04-02 02:52:51,-25.1667,45.05,69.69,74,0,5.19
426,Phalaborwa,ZA,2022-04-02 02:52:51,-23.943,31.1411,69.08,52,0,2.77
427,Clinton,US,2022-04-02 02:50:03,42.587,-82.9199,37.42,65,100,10.36
428,Saint-Joseph,RE,2022-04-02 02:52:51,-21.3667,55.6167,71.98,90,100,16.11
429,Shache,CN,2022-04-02 02:52:53,38.4167,77.2406,57.96,35,91,5.46
430,Harrison,US,2022-04-02 02:51:57,30.4091,-89.0436,60.87,81,0,0.0
431,Shitanjing,CN,2022-04-02 02:52:53,39.2342,106.3439,43.41,24,0,6.6
432,Lhokseumawe,ID,2022-04-02 02:52:53,5.1801,97.1507,83.34,75,100,4.99
433,Marrakesh,MA,2022-04-02 02:51:43,31.6315,-8.0083,53.67,76,0,5.75
434,Peebles,GB,2022-04-02 02:52:54,55.6519,-3.1888,37.13,89,100,1.01
435,Bunbury,AU,2022-04-02 02:52:54,-33.3333,115.6333,80.58,52,77,8.43
436,Zhigansk,RU,2022-04-02 02:52:54,66.7697,123.3711,21.61,89,100,17.9
437,Ridgecrest,US,2022-04-02 02:52:55,35.6225,-117.6709,73.47,19,0,1.99
438,Sambava,MG,2022-04-02 02:52:56,-14.2667,50.1667,73.94,90,26,7.18
439,Cam Ranh,VN,2022-04-02 02:52:56,11.9214,109.1591,84.16,74,40,8.05
440,Yeppoon,AU,2022-04-02 02:52:57,-23.1333,150.7333,80.2,63,28,12.93
441,Makasar,ID,2022-04-02 02:52:57,-5.14,119.4221,86.05,74,20,3.44
442,Surt,LY,2022-04-02 02:52:57,31.2089,16.5887,65.17,42,12,6.73
443,Canon City,US,2022-04-02 02:52:58,38.441,-105.2424,51.78,53,0,5.01
444,Isla Mujeres,MX,2022-04-02 02:52:58,21.2311,-86.731,80.17,84,12,12.57
445,Bowen,AU,2022-04-02 02:52:59,-20.0167,148.2333,82.63,65,22,15.1
446,Catuday,PH,2022-04-02 02:53:01,16.2923,119.8062,85.24,55,99,3.09
447,Zheshart,RU,2022-04-02 02:53:02,62.0731,49.5733,1.63,99,78,1.99
448,Roald,NO,2022-04-02 02:53:03,62.5833,6.1333,37.76,87,100,6.91
449,Chaman,PK,2022-04-02 02:53:03,30.9236,66.4512,66.58,14,0,4.94
450,Los Llanos De Aridane,ES,2022-04-02 02:53:03,28.6585,-17.9182,59.13,88,100,6.91
451,Verkh-Usugli,RU,2022-04-02 02:53:04,52.7,115.1667,42.87,47,18,9.37
452,Glinka,RU,2022-04-02 02:53:04,54.6404,32.8781,29.79,96,100,12.71
453,Khilchipur,IN,2022-04-02 02:53:05,24.0333,76.5667,87.6,11,1,3.15
454,Constitucion,CL,2022-04-02 02:53:07,-35.3333,-72.4167,55.58,87,2,12.57
455,Kuytun,RU,2022-04-02 02:53:08,54.3419,101.5036,34.36,91,85,7.2
456,Codrington,AU,2022-04-02 02:53:08,-38.2667,141.9667,65.57,62,100,17.18
457,Evensk,RU,2022-04-02 02:53:08,61.95,159.2333,24.69,71,100,12.28
458,Coahuayana,MX,2022-04-02 02:53:09,18.7333,-103.6833,67.35,89,100,1.74
459,Gat,IL,2022-04-02 02:54:09,31.61,34.7642,71.4,44,100,1.63
460,Nouakchott,MR,2022-04-02 02:50:32,18.0858,-15.9785,66.16,73,0,10.78
461,Otofuke,JP,2022-04-02 02:54:09,42.9917,143.2003,40.15,40,68,16.37
462,Neryungri,RU,2022-04-02 02:54:10,56.6709,124.6491,32.7,75,100,7.4
463,Praia Da Vitoria,PT,2022-04-02 02:54:10,38.7333,-27.0667,58.75,88,40,12.44
464,Shimoda,JP,2022-04-02 02:54:12,34.6667,138.95,50.36,63,100,8.28
465,Katesh,TZ,2022-04-02 02:54:14,-4.5167,35.3833,58.75,90,77,6.38
466,Daru,PG,2022-04-02 02:54:14,-9.0763,143.2092,83.12,72,96,0.94
467,Cortez,US,2022-04-02 02:54:14,37.3489,-108.5859,43.7,46,2,2.84
468,Vyshkov,RU,2022-04-02 02:54:15,52.4764,31.6873,34.72,97,100,12.28
469,Laguna,US,2022-04-02 02:54:15,38.421,-121.4238,69.94,51,0,6.91
470,San Rafael Del Sur,NI,2022-04-02 02:54:15,11.8485,-86.4384,85.17,63,14,14.47
471,Petropavlovsk-Kamchatskiy,RU,2022-04-02 02:54:16,53.0452,158.6483,30.79,40,75,20.13
472,Jerantut,MY,2022-04-02 02:54:17,3.936,102.3626,78.33,89,80,1.61
473,Elko,US,2022-04-02 02:54:19,41.0002,-115.5012,55.42,29,59,5.01
474,Kitob,UZ,2022-04-02 02:54:20,39.0843,66.8332,59.2,46,95,3.11
475,Whitehorse,CA,2022-04-02 02:52:04,60.7161,-135.0538,28.09,82,100,5.75
476,Luena,AO,2022-04-02 02:54:21,-11.7833,19.9167,61.56,98,96,1.25
477,Half Moon Bay,US,2022-04-02 02:51:44,37.4636,-122.4286,60.89,80,100,24.16
478,Mogadishu,SO,2022-04-02 02:54:21,2.0371,45.3438,82.27,83,40,9.22
479,Grand-Santi,GF,2022-04-02 02:54:21,4.25,-54.3833,72.52,100,100,1.92
480,Sistranda,NO,2022-04-02 02:54:23,63.7256,8.834,33.76,68,100,22.21
481,Boende,CD,2022-04-02 02:54:23,-0.2167,20.8667,70.57,98,100,6.06
482,Kushima,JP,2022-04-02 02:54:24,31.4583,131.2333,55.85,61,100,9.69
483,Aleksandrov Gay,RU,2022-04-02 02:54:25,50.147,48.5704,48.4,61,100,14.5
484,Shelburne,CA,2022-04-02 02:54:26,44.0787,-80.2041,27.9,83,84,12.21
485,Takoradi,GH,2022-04-02 02:54:27,4.8845,-1.7554,77.61,85,100,5.95
486,Marfino,RU,2022-04-02 02:54:27,55.7028,37.3822,32.34,69,75,15.66
487,Byron Bay,AU,2022-04-02 02:54:27,-28.65,153.6167,80.71,73,33,7.23
488,Broken Hill,AU,2022-04-02 02:54:27,-31.95,141.4333,67.71,30,0,11.5
489,Iracoubo,GF,2022-04-02 02:54:28,5.4802,-53.2011,76.33,92,98,9.75
490,Atambua,ID,2022-04-02 02:54:30,-9.1061,124.8925,82.83,58,54,2.64
491,Brown Deer,US,2022-04-02 02:54:32,43.1633,-87.9645,34.18,80,86,4.0
492,Reutte,AT,2022-04-02 02:54:32,47.4833,10.7167,29.03,99,100,0.89
493,Hemnesberget,NO,2022-04-02 02:54:32,66.2333,13.6333,32.58,93,100,9.55
494,Pemba,MZ,2022-04-02 02:54:33,-12.974,40.5178,75.9,94,40,3.44
495,Eyl,SO,2022-04-02 02:54:33,7.9803,49.8164,76.8,85,22,7.87
496,Kormilovka,RU,2022-04-02 02:54:33,55.0026,74.1028,31.77,98,100,9.57
497,Komsomolskiy,UZ,2022-04-02 02:54:34,40.4272,71.7189,57.92,47,38,4.61
498,Asau,RO,2022-04-02 02:54:34,46.4333,26.4,49.28,84,100,4.97
499,Andenes,NO,2022-04-02 02:54:34,69.3143,16.1194,31.98,93,75,34.52
500,Cockburn Town,TC,2022-04-02 02:50:51,21.4612,-71.1419,77.59,76,0,21.54
501,Sisimiut,GL,2022-04-02 02:54:35,66.9395,-53.6735,24.67,71,12,6.17
502,Ugoofaaru,MV,2022-04-02 02:54:36,5.6667,73.0,83.03,70,26,4.09
503,Filadelfia,US,2022-04-02 02:52:03,39.9523,-75.1638,46.0,45,0,16.11
504,Ozinki,RU,2022-04-02 02:54:37,51.1786,49.6769,45.57,69,100,17.81
505,Piacabucu,BR,2022-04-02 02:54:38,-10.4056,-36.4344,76.73,85,33,6.91
506,Riverton,US,2022-04-02 02:54:39,40.5219,-111.9391,52.16,41,0,1.99
507,Aurad,IN,2022-04-02 02:54:39,18.25,77.4333,89.44,23,31,9.31
508,Binzhou,CN,2022-04-02 02:55:39,37.3667,118.0167,58.23,38,69,2.35
509,Delijan,IR,2022-04-02 02:55:42,33.9905,50.6838,59.88,29,0,3.47
510,Zdzieszowice,PL,2022-04-02 02:55:42,50.4248,18.1235,31.48,96,100,10.87
511,Vestmannaeyjar,IS,2022-04-02 02:55:44,63.4427,-20.2734,43.29,78,100,6.35
512,Kachug,RU,2022-04-02 02:55:44,53.9606,105.8817,38.88,76,74,2.62
513,Maple Creek,CA,2022-04-02 02:55:44,49.9168,-109.4848,37.81,44,100,3.44
514,Alenquer,BR,2022-04-02 02:55:45,-1.9417,-54.7383,73.72,96,81,2.68
515,San Patricio,US,2022-04-02 02:55:45,28.017,-97.5169,71.47,78,35,11.07
516,Nattarasankottai,IN,2022-04-02 02:55:45,9.8667,78.5667,85.78,60,19,8.03
517,Panguna,PG,2022-04-02 02:55:45,-6.3164,155.4848,71.91,94,100,3.49
518,Zabaykalsk,RU,2022-04-02 02:55:46,49.6333,117.3167,46.69,34,100,17.25
519,Broadford,AU,2022-04-02 02:55:46,-37.2,145.0667,60.93,78,100,11.39
520,Keetmanshoop,NA,2022-04-02 02:55:47,-26.5833,18.1333,61.72,55,0,3.44
521,Kalofer,BG,2022-04-02 02:55:49,42.6167,24.9833,46.02,85,75,3.15
522,Nishihara,JP,2022-04-02 02:55:49,26.1842,127.7558,63.68,94,100,14.97
523,Ambanja,MG,2022-04-02 02:54:22,-13.6833,48.45,72.86,92,97,3.4
524,Kalach-Na-Donu,RU,2022-04-02 02:55:50,48.691,43.5264,54.81,66,100,10.67
525,Puerto Colombia,CO,2022-04-02 02:55:51,10.9878,-74.9547,80.69,87,100,21.03
526,Nouadhibou,MR,2022-04-02 02:55:15,20.931,-17.0347,63.0,85,0,14.14
527,Bambanglipuro,ID,2022-04-02 02:55:51,-7.95,110.2833,80.58,71,99,1.81
528,Dolores,AR,2022-04-02 02:55:51,-36.3132,-57.6792,50.05,81,41,7.2
529,Nenjiang,CN,2022-04-02 02:55:51,49.1833,125.2167,46.15,42,35,11.74
530,Juneau,US,2022-04-02 02:52:31,58.3019,-134.4197,40.21,96,100,13.8
531,Vangaindrano,MG,2022-04-02 02:55:52,-23.35,47.6,68.31,92,2,3.24
532,Xining,CN,2022-04-02 02:55:52,36.6167,101.7667,40.71,42,0,2.19
533,Hokitika,NZ,2022-04-02 02:55:52,-42.7167,170.9667,65.62,71,100,6.08
534,Guthrie,US,2022-04-02 02:55:52,35.8789,-97.4253,58.91,68,100,17.34
535,Iqaluit,CA,2022-04-02 02:55:53,63.7506,-68.5145,24.53,100,100,3.44
536,Alofi,NU,2022-04-02 02:55:54,-19.0595,-169.9187,84.09,74,80,11.5
537,Boone,US,2022-04-02 02:55:56,39.0334,-92.3335,44.8,68,46,8.23
538,Nchelenge,ZM,2022-04-02 02:55:56,-9.3451,28.734,67.01,89,90,2.75
539,Mazagao,BR,2022-04-02 02:55:56,-0.115,-51.2894,80.65,95,85,3.31
540,Ulladulla,AU,2022-04-02 02:55:57,-35.35,150.4667,65.3,73,100,18.21
541,Kutum,SD,2022-04-02 02:55:57,14.2,24.6667,69.57,13,4,6.44
542,Sur,OM,2022-04-02 02:55:57,22.5667,59.5289,81.93,49,0,7.87
543,Trincomalee,LK,2022-04-02 02:55:58,8.5711,81.2335,81.0,74,10,4.16
544,Sorong,ID,2022-04-02 02:56:00,-0.8833,131.25,84.69,66,48,7.99
545,Severnyy,RU,2022-04-02 02:56:01,50.677,36.5532,51.84,58,0,8.95
546,Agadez,NE,2022-04-02 02:56:02,19.75,10.25,76.39,4,100,4.47
547,Payo,ID,2022-04-02 02:56:03,-3.7508,103.6372,87.91,58,51,1.99
548,Amot,NO,2022-04-02 02:56:03,59.5714,7.9877,13.66,85,9,5.5
549,Coracora,PE,2022-04-02 02:56:03,-15.0333,-73.7833,50.95,77,97,0.56
550,Chernyshevskiy,RU,2022-04-02 02:56:05,63.0128,112.4714,13.33,86,69,13.6
551,Gazanjyk,TM,2022-04-02 02:56:07,39.2446,55.5154,60.22,39,2,10.6
552,Komsomolets,KZ,2022-04-02 02:56:07,53.7453,62.0708,39.72,91,100,13.15
553,Monte Patria,CL,2022-04-02 02:56:07,-30.6919,-70.9467,66.27,51,0,1.97
554,Puerto Escondido,MX,2022-04-02 02:56:08,15.85,-97.0667,77.4,65,3,4.97
555,Abaete,BR,2022-04-02 02:57:08,-19.16,-45.4458,67.15,90,8,4.07
556,Cumaru,BR,2022-04-02 02:57:09,-8.0061,-35.6972,70.03,92,100,3.42
557,Dutlwe,BW,2022-04-02 02:57:09,-23.9833,23.9,69.46,47,49,9.42
558,Warrnambool,AU,2022-04-02 02:57:09,-38.3833,142.4833,63.81,67,100,17.4
559,Morden,CA,2022-04-02 02:57:10,49.1919,-98.1014,37.02,69,17,8.05
560,Quesnel,CA,2022-04-02 02:57:10,52.9999,-122.5029,43.3,70,75,12.66
561,Turukhansk,RU,2022-04-02 02:57:12,65.8167,87.9833,12.54,92,100,9.31
562,Cayenne,GF,2022-04-02 02:57:12,4.9333,-52.3333,77.09,1,0,3.44
563,Oktyabrskoye,RU,2022-04-02 02:57:13,43.0645,44.7417,39.34,75,19,6.71
564,Dno,RU,2022-04-02 02:57:14,57.8277,29.9637,24.35,89,100,6.71
565,Ust-Kuyga,RU,2022-04-02 02:57:14,70.0167,135.6,11.98,72,70,5.91
566,Suba,PH,2022-04-02 02:57:15,10.8438,121.0102,82.62,73,49,25.57
567,Isabela,PH,2022-04-02 02:57:15,6.7085,121.9711,89.65,82,99,4.97
568,Tyukalinsk,RU,2022-04-02 02:57:15,55.8732,72.1967,25.07,92,100,6.55
569,Malya,TZ,2022-04-02 02:57:16,-2.9833,33.5167,62.87,90,82,5.46
570,Fort Nelson,CA,2022-04-02 02:57:16,58.8053,-122.7002,13.59,62,100,11.5
571,Moussoro,TD,2022-04-02 02:57:18,13.6408,16.4901,79.03,9,11,10.74
572,Tolbazy,RU,2022-04-02 02:57:19,54.0241,55.8825,37.24,99,100,14.79
573,Stornoway,GB,2022-04-02 02:57:20,58.2093,-6.3865,40.96,80,75,9.22
574,Oshnaviyeh,IR,2022-04-02 02:57:20,37.0397,45.0983,45.54,37,24,3.89
575,Presidencia Roque Saenz Pena,AR,2022-04-02 02:57:20,-26.7852,-60.4388,52.92,72,0,5.57
576,Caravelas,BR,2022-04-02 02:57:21,-17.7125,-39.2481,74.95,87,0,5.14
577,Maniitsoq,GL,2022-04-02 02:57:21,65.4167,-52.9,29.01,71,70,5.17
